scenario,n,seed,clean_AUROC,clean_Brier,in_null_range,leaky_AUROC,leaky_Brier,auc_inflation
null_leaky,300,13,0.46442,0.26949,1,0.99416,0.03618,0.52975
null_leaky,300,14,0.50486,0.25523,1,0.99639,0.03669,0.49153
null_leaky,300,15,0.66001,0.22527,0,0.99733,0.03739,0.33732
null_leaky,300,16,0.552,0.25036,0,0.99496,0.03791,0.44296
null_leaky,300,17,0.39202,0.26628,0,0.99797,0.03706,0.60595
null_leaky,300,18,0.51756,0.25238,1,0.99176,0.03827,0.4742
null_leaky,300,19,0.51295,0.26197,1,0.9942,0.04293,0.48125
null_leaky,300,20,0.55504,0.25042,0,0.9951,0.03505,0.44005
null_leaky,300,21,0.56547,0.25246,0,0.99877,0.03987,0.4333
null_leaky,300,22,0.53455,0.25581,1,0.99764,0.03151,0.46309
null_leaky,300,23,0.49334,0.26775,1,0.99713,0.03493,0.50379
null_leaky,300,24,0.58044,0.24537,0,0.99556,0.03903,0.41511
null_leaky,300,25,0.4803,0.26478,1,0.99852,0.03767,0.51822
null_leaky,300,26,0.59987,0.24766,0,0.99649,0.0305,0.39662
null_leaky,300,27,0.48554,0.25894,1,0.99649,0.03299,0.51096
null_leaky,300,28,0.53519,0.25652,1,0.99738,0.0362,0.4622
null_leaky,300,29,0.46366,0.25943,1,0.99443,0.04024,0.53077
null_leaky,300,30,0.45946,0.26717,1,0.99446,0.03305,0.535
null_leaky,500,1,0.42151,0.26024,0,0.99787,0.02675,0.57635
null_leaky,500,2,0.5457,0.25104,1,0.99743,0.02884,0.45173
null_leaky,500,3,0.44654,0.26065,0,0.9982,0.0283,0.55165
null_leaky,500,4,0.44936,0.26006,0,0.99947,0.0256,0.55011
null_leaky,500,5,0.4898,0.25393,1,0.99819,0.02745,0.50839
null_leaky,500,6,0.50944,0.25223,1,0.99925,0.02613,0.48982
null_leaky,500,7,0.47437,0.25833,1,0.99819,0.02934,0.52382
null_leaky,500,8,0.54624,0.24783,1,0.99893,0.02497,0.45269
null_leaky,500,9,0.45003,0.25742,1,0.99968,0.02727,0.54965
null_leaky,500,10,0.48068,0.25375,1,0.99851,0.03157,0.51783
null_leaky,500,11,0.52288,0.25177,1,0.99851,0.027,0.47563
null_leaky,500,12,0.52412,0.25462,1,0.99873,0.02924,0.4746
null_leaky,500,13,0.53715,0.24888,1,0.99744,0.02937,0.46028
null_leaky,500,14,0.54544,0.2534,1,0.99746,0.03045,0.45202
null_leaky,500,15,0.51936,0.25286,1,0.99744,0.03456,0.47808
null_leaky,500,16,0.44429,0.25692,0,0.99743,0.02676,0.55314
null_leaky,500,17,0.47093,0.25473,1,0.99779,0.03015,0.52686
null_leaky,500,18,0.49857,0.25435,1,0.99873,0.02668,0.50016
null_leaky,500,19,0.46094,0.25759,1,0.99839,0.03108,0.53746
null_leaky,500,20,0.45135,0.25392,1,0.99894,0.0289,0.54759
null_leaky,500,21,0.53545,0.255,1,0.99873,0.02736,0.46328
null_leaky,500,22,0.45931,0.25876,1,0.99799,0.02796,0.53868
null_leaky,500,23,0.55797,0.25079,0,0.99883,0.0272,0.44086
null_leaky,500,24,0.52626,0.25093,1,0.99809,0.02489,0.47183
null_leaky,500,25,0.4868,0.25529,1,0.99567,0.03509,0.50887
null_leaky,500,26,0.48897,0.25692,1,0.99664,0.02807,0.50768
null_leaky,500,27,0.60281,0.2457,0,0.99989,0.02488,0.39708
null_leaky,500,28,0.45414,0.25541,1,0.99831,0.02831,0.54417
null_leaky,500,29,0.55217,0.24876,0,0.99896,0.02331,0.44679
null_leaky,500,30,0.47483,0.25591,1,0.99915,0.02569,0.52432
null_leaky,750,1,0.52743,0.25214,1,0.9974,0.02755,0.46998
null_leaky,750,2,0.52137,0.25175,1,0.99915,0.02493,0.47777
null_leaky,750,3,0.53714,0.24911,1,0.99914,0.02224,0.46201
null_leaky,750,4,0.46593,0.25573,1,0.99933,0.02322,0.5334
null_leaky,750,5,0.51549,0.25232,1,0.99881,0.02712,0.48333
null_leaky,750,6,0.53867,0.24914,1,0.99872,0.02569,0.46005
null_leaky,750,7,0.53985,0.24834,1,0.99934,0.02285,0.4595
null_leaky,750,8,0.496,0.2521,1,0.9989,0.02396,0.50291
null_leaky,750,9,0.51481,0.25069,1,0.99934,0.02477,0.48453
null_leaky,750,10,0.47457,0.25283,1,0.9992,0.02253,0.52463
null_leaky,750,11,0.48459,0.25331,1,0.99905,0.02528,0.51445
null_leaky,750,12,0.50489,0.25431,1,0.9989,0.0245,0.49401
null_leaky,750,13,0.50665,0.25491,1,0.99869,0.02465,0.49204
null_leaky,750,14,0.4731,0.25369,1,0.99928,0.02264,0.52618
null_leaky,750,15,0.48777,0.2528,1,0.99905,0.02593,0.51128
null_leaky,750,16,0.47937,0.25258,1,0.99953,0.02404,0.52016
null_leaky,750,17,0.53383,0.2506,1,0.99925,0.02094,0.46543
null_leaky,750,18,0.48471,0.25496,1,0.99877,0.0251,0.51406
null_leaky,750,19,0.54054,0.25089,1,0.99857,0.02352,0.45803
null_leaky,750,20,0.51959,0.25176,1,0.99901,0.02355,0.47942
null_leaky,750,21,0.45497,0.25873,1,0.99905,0.02447,0.54407
null_leaky,750,22,0.51641,0.25277,1,0.99828,0.02256,0.48187
null_leaky,750,23,0.5012,0.25606,1,0.99933,0.02364,0.49813
null_leaky,750,24,0.51277,0.25073,1,0.99967,0.0201,0.4869
null_leaky,750,25,0.52144,0.25134,1,0.99897,0.02366,0.47753
null_leaky,750,26,0.49355,0.25388,1,0.99864,0.02451,0.50509
null_leaky,750,27,0.53865,0.24972,1,0.99842,0.02635,0.45978
null_leaky,750,28,0.47364,0.25294,1,0.99957,0.02236,0.52593
null_leaky,750,29,0.51169,0.25091,1,0.99933,0.02298,0.48764
null_leaky,750,30,0.47755,0.255,1,0.99909,0.02224,0.52155
null_leaky,1500,1,0.51182,0.25093,1,0.9997,0.01821,0.48788
null_leaky,1500,2,0.47909,0.25252,1,0.9996,0.01847,0.5205
null_leaky,1500,3,0.52068,0.2512,1,0.99973,0.01582,0.47905
null_leaky,1500,4,0.49619,0.25129,1,0.99987,0.01926,0.50368
null_leaky,1500,5,0.48393,0.25181,1,0.99952,0.01796,0.51559
null_leaky,1500,6,0.50233,0.25163,1,0.99948,0.01911,0.49715
null_leaky,1500,7,0.48141,0.25339,1,0.99962,0.01835,0.51821
null_leaky,1500,8,0.49961,0.25126,1,0.99955,0.01872,0.49994
null_leaky,1500,9,0.4909,0.25293,1,0.99973,0.01639,0.50883
null_leaky,1500,10,0.52336,0.25012,1,0.99967,0.01804,0.4763
null_leaky,1500,11,0.52726,0.25147,1,0.99981,0.01734,0.47255
null_leaky,1500,12,0.53021,0.2493,1,0.99929,0.01991,0.46908
null_leaky,1500,13,0.50776,0.25158,1,0.99957,0.01958,0.49181
null_leaky,1500,14,0.52891,0.24938,1,0.99914,0.01864,0.47023
null_leaky,1500,15,0.53964,0.24883,1,0.99928,0.01886,0.45964
null_leaky,1500,16,0.51576,0.2513,1,0.99973,0.01984,0.48397
null_leaky,1500,17,0.50366,0.25161,1,0.99972,0.01562,0.49606
null_leaky,1500,18,0.4999,0.25116,1,0.9997,0.01705,0.4998
null_leaky,1500,19,0.48223,0.2517,1,0.99975,0.01752,0.51752
null_leaky,1500,20,0.51652,0.25136,1,0.99959,0.01868,0.48307
null_leaky,1500,21,0.46348,0.2531,1,0.99953,0.01955,0.53605
null_leaky,1500,22,0.51252,0.25073,1,0.99986,0.01692,0.48734
null_leaky,1500,23,0.43722,0.2538,0,0.99954,0.0192,0.56232
null_leaky,1500,24,0.50935,0.25128,1,0.99919,0.01911,0.48984
null_leaky,1500,25,0.53006,0.25045,1,0.99935,0.01923,0.46929
null_leaky,1500,26,0.52042,0.25034,1,0.99972,0.01724,0.4793
null_leaky,1500,27,0.53858,0.24891,1,0.99952,0.01894,0.46094
null_leaky,1500,28,0.504,0.25101,1,0.99967,0.01848,0.49567
null_leaky,1500,29,0.488,0.25224,1,0.99948,0.02067,0.51147
null_leaky,1500,30,0.43642,0.25636,0,0.99948,0.02044,0.56306
null_leaky,3000,1,0.51206,0.25025,1,0.9998,0.01477,0.48774
null_leaky,3000,2,0.49045,0.25114,1,0.99987,0.01368,0.50942
null_leaky,3000,3,0.47022,0.25167,1,0.99995,0.01453,0.52973
null_leaky,3000,4,0.50887,0.25083,1,0.99979,0.01487,0.49092
null_leaky,3000,5,0.48809,0.25139,1,0.99985,0.01406,0.51176
null_leaky,3000,6,0.49381,0.25127,1,0.99986,0.01335,0.50605
null_leaky,3000,7,0.4909,0.2512,1,0.99989,0.01262,0.50899
null_leaky,3000,8,0.51072,0.25068,1,0.99981,0.01462,0.48908
null_leaky,3000,9,0.50744,0.2505,1,0.99992,0.01429,0.49248
null_leaky,3000,10,0.53281,0.24934,1,0.99985,0.01438,0.46704
null_leaky,3000,11,0.50313,0.25054,1,0.99988,0.01454,0.49676
null_leaky,3000,12,0.4963,0.25101,1,0.99989,0.01342,0.50359
null_leaky,3000,13,0.52283,0.25003,1,0.99979,0.01479,0.47696
null_leaky,3000,14,0.48589,0.2507,1,0.99988,0.01411,0.51399
null_leaky,3000,15,0.48157,0.25103,1,0.99987,0.01364,0.51831
null_leaky,3000,16,0.4986,0.25122,1,0.99991,0.014,0.5013
null_leaky,3000,17,0.51954,0.24996,1,0.9999,0.0142,0.48035
null_leaky,3000,18,0.51291,0.24976,1,0.99996,0.01409,0.48704
null_leaky,3000,19,0.51272,0.25088,1,0.99981,0.01483,0.48709
null_leaky,3000,20,0.51125,0.25091,1,0.9999,0.01445,0.48865
null_leaky,3000,21,0.50457,0.24994,1,0.99981,0.01457,0.49524
null_leaky,3000,22,0.52462,0.24952,1,0.99991,0.01406,0.47528
null_leaky,3000,23,0.48844,0.25125,1,0.99991,0.01467,0.51147
null_leaky,3000,24,0.49976,0.25077,1,0.99991,0.01568,0.50016
null_leaky,3000,25,0.50425,0.25043,1,0.99988,0.01429,0.49563
null_leaky,3000,26,0.48148,0.251,1,0.99976,0.0143,0.51827
null_leaky,3000,27,0.4957,0.25071,1,0.99992,0.01579,0.50422
null_leaky,3000,28,0.50533,0.25019,1,0.99984,0.01522,0.49451
null_leaky,3000,29,0.48429,0.25182,1,0.99993,0.01393,0.51565
null_leaky,3000,30,0.49476,0.25124,1,0.99985,0.01465,0.50509
null_leaky,6000,1,0.50733,0.25035,1,0.99991,0.01138,0.49257
null_leaky,6000,2,0.49089,0.25062,1,0.99988,0.01144,0.50899
null_leaky,6000,3,0.48672,0.25059,1,0.99994,0.01107,0.51322
null_leaky,6000,4,0.47726,0.25086,1,0.99998,0.01096,0.52272
null_leaky,6000,5,0.49018,0.25102,1,0.99997,0.01077,0.50979
null_leaky,6000,6,0.51547,0.24979,1,0.99997,0.01108,0.48449
null_leaky,6000,7,0.48063,0.25073,1,0.99996,0.01069,0.51933
null_leaky,6000,8,0.49149,0.25056,1,0.99995,0.01041,0.50847
null_leaky,6000,9,0.51272,0.25019,1,0.99994,0.01143,0.48721
null_leaky,6000,10,0.47336,0.2509,1,0.99996,0.01083,0.5266
null_leaky,6000,11,0.52592,0.24941,1,0.9999,0.01132,0.47399
null_leaky,6000,12,0.48008,0.25118,1,0.99995,0.01126,0.51988
null_leaky,6000,13,0.50387,0.25033,1,0.99997,0.01141,0.49611
null_leaky,6000,14,0.51955,0.24967,1,0.99993,0.01111,0.48038
null_leaky,6000,15,0.51227,0.24988,1,0.99998,0.01033,0.4877
null_leaky,6000,16,0.5042,0.25035,1,0.99995,0.01118,0.49575
null_leaky,6000,17,0.50979,0.25007,1,0.99997,0.01114,0.49018
null_leaky,6000,18,0.49778,0.25033,1,0.99998,0.01082,0.5022
null_leaky,6000,19,0.51305,0.24992,1,0.99994,0.01219,0.48689
null_leaky,6000,20,0.48039,0.25046,1,0.99997,0.01041,0.51958
null_leaky,6000,21,0.50296,0.25066,1,0.99996,0.01108,0.497
null_leaky,6000,22,0.49335,0.25054,1,0.99991,0.01167,0.50656
null_leaky,6000,23,0.49582,0.25074,1,0.99993,0.01129,0.50411
null_leaky,6000,24,0.50646,0.25012,1,0.99989,0.01185,0.49343
null_leaky,6000,25,0.5014,0.25038,1,0.99995,0.01143,0.49855
null_leaky,6000,26,0.49754,0.25021,1,0.99997,0.01113,0.50243
null_leaky,6000,27,0.50634,0.25023,1,0.99997,0.01053,0.49363
null_leaky,6000,28,0.50556,0.25008,1,0.99995,0.0112,0.49439
null_leaky,6000,29,0.49054,0.25043,1,0.99994,0.01071,0.5094
null_leaky,6000,30,0.48831,0.25053,1,0.99995,0.01143,0.51164
null_leaky,10000,1,0.51228,0.25012,1,0.99996,0.00945,0.48767
null_leaky,10000,2,0.49253,0.25036,1,0.99998,0.00993,0.50746
null_leaky,10000,3,0.51241,0.25009,1,0.99996,0.00981,0.48755
null_leaky,10000,4,0.49019,0.25047,1,0.99998,0.00932,0.50978
null_leaky,10000,5,0.49162,0.25031,1,0.99997,0.00906,0.50836
null_leaky,10000,6,0.51108,0.25011,1,0.99998,0.00934,0.4889
null_leaky,10000,7,0.51278,0.24988,1,0.99996,0.00989,0.48718
null_leaky,10000,8,0.51964,0.24959,1,0.99998,0.00952,0.48034
null_leaky,10000,9,0.51112,0.25003,1,0.99998,0.00928,0.48886
null_leaky,10000,10,0.49993,0.25029,1,0.99998,0.00928,0.50005
null_leaky,10000,11,0.52144,0.24975,1,0.99998,0.00929,0.47853
null_leaky,10000,12,0.49335,0.25027,1,0.99998,0.00916,0.50663
null_leaky,10000,13,0.48798,0.25041,1,0.99997,0.00988,0.51199
null_leaky,10000,14,0.49891,0.2503,1,0.99998,0.00883,0.50106
null_leaky,10000,15,0.49166,0.25053,1,0.99998,0.00946,0.50831
null_leaky,10000,16,0.50188,0.25031,1,0.99997,0.00971,0.4981
null_leaky,10000,17,0.49528,0.25021,1,0.99998,0.00921,0.50471
null_leaky,10000,18,0.5049,0.2502,1,0.99998,0.00947,0.49508
null_leaky,10000,19,0.49016,0.25059,1,0.99995,0.00919,0.5098
null_leaky,10000,20,0.50563,0.25023,1,0.99997,0.00969,0.49434
null_leaky,10000,21,0.49062,0.25033,1,0.99998,0.00916,0.50936
null_leaky,10000,22,0.49658,0.25057,1,0.99998,0.00911,0.5034
null_leaky,10000,23,0.49925,0.25014,1,0.99998,0.00901,0.50073
null_leaky,10000,24,0.50179,0.25028,1,0.99999,0.00917,0.49819
null_leaky,10000,25,0.51546,0.2497,1,0.99996,0.00915,0.4845
null_leaky,10000,26,0.47916,0.25028,1,0.99999,0.0091,0.52083
null_leaky,10000,27,0.50265,0.25019,1,0.99995,0.0096,0.4973
null_leaky,10000,28,0.50205,0.2501,1,0.99997,0.00952,0.49793
null_leaky,10000,29,0.49832,0.25041,1,0.99995,0.00938,0.50163
null_leaky,10000,30,0.50412,0.25016,1,0.99997,0.00937,0.49585
null_leaky,50000,1,0.5,0.25003,1,1.0,0.00541,0.5
null_leaky,50000,2,0.49872,0.25006,1,1.0,0.0054,0.50128
null_leaky,50000,3,0.50728,0.24998,1,1.0,0.00524,0.49272
null_leaky,50000,4,0.50387,0.24997,1,1.0,0.00542,0.49613
null_leaky,50000,5,0.50143,0.25003,1,1.0,0.00532,0.49856
null_leaky,50000,6,0.50186,0.25,1,1.0,0.00522,0.49813
null_leaky,50000,7,0.49412,0.2501,1,1.0,0.00518,0.50588
null_leaky,50000,8,0.50088,0.25005,1,1.0,0.00549,0.49911
null_leaky,50000,9,0.49832,0.25006,1,1.0,0.00544,0.50168
null_leaky,50000,10,0.49466,0.2501,1,1.0,0.00531,0.50534
null_leaky,50000,11,0.49559,0.25006,1,1.0,0.00508,0.5044
null_leaky,50000,12,0.50324,0.25001,1,1.0,0.00532,0.49676
null_leaky,50000,13,0.50039,0.25004,1,1.0,0.00545,0.49961
null_leaky,50000,14,0.50273,0.25001,1,1.0,0.00536,0.49727
null_leaky,50000,15,0.4972,0.25004,1,1.0,0.00505,0.5028
null_leaky,50000,16,0.5048,0.24996,1,1.0,0.00546,0.49519
null_leaky,50000,17,0.49826,0.25002,1,1.0,0.00531,0.50174
null_leaky,50000,18,0.49469,0.25009,1,1.0,0.00532,0.50531
null_leaky,50000,19,0.49085,0.25008,1,1.0,0.00528,0.50915
null_leaky,50000,20,0.4941,0.25009,1,1.0,0.00525,0.5059
null_leaky,50000,21,0.49631,0.25004,1,1.0,0.00542,0.50368
null_leaky,50000,22,0.5047,0.25005,1,1.0,0.00534,0.4953
null_leaky,50000,23,0.49997,0.25005,1,1.0,0.0053,0.50003
null_leaky,50000,24,0.50165,0.25006,1,1.0,0.00534,0.49834
null_leaky,50000,25,0.50952,0.24998,1,1.0,0.00507,0.49048
null_leaky,50000,26,0.50018,0.25004,1,1.0,0.00537,0.49982
null_leaky,50000,27,0.4997,0.25008,1,1.0,0.00545,0.5003
null_leaky,50000,28,0.49749,0.25006,1,1.0,0.00523,0.5025
null_leaky,50000,29,0.49688,0.25006,1,1.0,0.00496,0.50312
null_leaky,50000,30,0.4966,0.25005,1,1.0,0.00515,0.50339
null_leaky,100000,1,0.499,0.25003,1,1.0,0.00419,0.501
null_leaky,100000,2,0.49834,0.25003,1,1.0,0.00414,0.50166
null_leaky,100000,3,0.50199,0.25004,1,1.0,0.0043,0.49801
null_leaky,100000,4,0.50489,0.24998,1,1.0,0.00402,0.49511
null_leaky,100000,5,0.49669,0.25003,1,1.0,0.0043,0.50331
null_leaky,100000,6,0.49952,0.25002,1,1.0,0.00422,0.50048
null_leaky,100000,7,0.49964,0.25003,1,1.0,0.00429,0.50035
null_leaky,100000,8,0.50195,0.25001,1,1.0,0.0042,0.49805
null_leaky,100000,9,0.50216,0.25002,1,1.0,0.00417,0.49784
null_leaky,100000,10,0.50154,0.25003,1,1.0,0.00404,0.49846
null_leaky,100000,11,0.49768,0.25003,1,1.0,0.00422,0.50231
null_leaky,100000,12,0.49651,0.25003,1,1.0,0.00416,0.50349
null_leaky,100000,13,0.49792,0.25004,1,1.0,0.00421,0.50208
null_leaky,100000,14,0.49955,0.25002,1,1.0,0.00422,0.50045
null_leaky,100000,15,0.49396,0.25006,1,1.0,0.00418,0.50604
null_leaky,100000,16,0.49133,0.25007,1,1.0,0.00413,0.50867
null_leaky,100000,17,0.50138,0.25001,1,1.0,0.00432,0.49862
null_leaky,100000,18,0.49903,0.25003,1,1.0,0.00422,0.50097
null_leaky,100000,19,0.49955,0.25002,1,1.0,0.0041,0.50045
null_leaky,100000,20,0.50832,0.24993,1,1.0,0.00409,0.49168
null_leaky,100000,21,0.49892,0.25002,1,1.0,0.00424,0.50108
null_leaky,100000,22,0.50261,0.25001,1,1.0,0.00422,0.49738
null_leaky,100000,23,0.50195,0.25001,1,1.0,0.0041,0.49804
null_leaky,100000,24,0.49894,0.25003,1,1.0,0.00423,0.50106
null_leaky,100000,25,0.50073,0.25002,1,1.0,0.00417,0.49927
null_leaky,100000,26,0.4968,0.25004,1,1.0,0.00398,0.50319
null_leaky,100000,27,0.50091,0.25001,1,1.0,0.00416,0.49909
null_leaky,100000,28,0.50075,0.25002,1,1.0,0.00424,0.49925
null_leaky,100000,29,0.50051,0.25001,1,1.0,0.00421,0.49949
null_leaky,100000,30,0.50445,0.25,1,1.0,0.00426,0.49555
