scenario,n,seed,clean_AUROC,clean_Brier,in_null_range,leaky_AUROC,leaky_Brier,auc_inflation
moderate_signal,3000,15,0.66837,0.22712,0,,,
moderate_signal,3000,16,0.68138,0.22507,0,,,
moderate_signal,3000,17,0.67552,0.225,0,,,
moderate_signal,3000,18,0.68584,0.22249,0,,,
moderate_signal,3000,19,0.68975,0.22171,0,,,
moderate_signal,3000,20,0.69017,0.22123,0,,,
moderate_signal,3000,21,0.69333,0.22131,0,,,
moderate_signal,3000,22,0.69012,0.22148,0,,,
moderate_signal,3000,23,0.66959,0.22661,0,,,
moderate_signal,3000,24,0.68779,0.22272,0,,,
moderate_signal,3000,25,0.66893,0.2276,0,,,
moderate_signal,3000,26,0.67628,0.22543,0,,,
moderate_signal,3000,27,0.67836,0.224,0,,,
moderate_signal,3000,28,0.69454,0.22064,0,,,
moderate_signal,3000,29,0.68306,0.22304,0,,,
moderate_signal,3000,30,0.69105,0.2212,0,,,
wbv_positive,3000,1,0.84311,0.16264,0,,,
wbv_positive,3000,2,0.83356,0.16693,0,,,
wbv_positive,3000,3,0.84204,0.16148,0,,,
wbv_positive,3000,4,0.8305,0.16779,0,,,
wbv_positive,3000,5,0.82478,0.17213,0,,,
wbv_positive,3000,6,0.84223,0.16265,0,,,
wbv_positive,3000,7,0.84517,0.16224,0,,,
wbv_positive,3000,8,0.82701,0.17087,0,,,
wbv_positive,3000,9,0.8283,0.17059,0,,,
wbv_positive,3000,10,0.82785,0.17007,0,,,
wbv_positive,3000,11,0.82059,0.17311,0,,,
wbv_positive,3000,12,0.84066,0.16331,0,,,
wbv_positive,3000,13,0.83735,0.16453,0,,,
wbv_positive,3000,14,0.8316,0.1691,0,,,
wbv_positive,3000,15,0.82633,0.17183,0,,,
wbv_positive,3000,16,0.84159,0.16353,0,,,
wbv_positive,3000,17,0.83574,0.16648,0,,,
wbv_positive,3000,18,0.83282,0.16807,0,,,
wbv_positive,3000,19,0.84263,0.16124,0,,,
wbv_positive,3000,20,0.8364,0.16617,0,,,
wbv_positive,3000,21,0.84278,0.1627,0,,,
wbv_positive,3000,22,0.82365,0.17299,0,,,
wbv_positive,3000,23,0.81771,0.17531,0,,,
wbv_positive,3000,24,0.83705,0.16455,0,,,
wbv_positive,3000,25,0.83436,0.16688,0,,,
wbv_positive,3000,26,0.84251,0.1623,0,,,
wbv_positive,3000,27,0.84348,0.16232,0,,,
wbv_positive,3000,28,0.83035,0.16924,0,,,
wbv_positive,3000,29,0.82645,0.17084,0,,,
wbv_positive,3000,30,0.82663,0.17132,0,,,
null,6000,1,0.50733,0.25035,1,,,
null,6000,2,0.49089,0.25062,1,,,
null,6000,3,0.48672,0.25059,1,,,
null,6000,4,0.47726,0.25086,1,,,
null,6000,5,0.49018,0.25102,1,,,
null,6000,6,0.51547,0.24979,1,,,
null,6000,7,0.48063,0.25073,1,,,
null,6000,8,0.49149,0.25056,1,,,
null,6000,9,0.51272,0.25019,1,,,
null,6000,10,0.47336,0.2509,1,,,
null,6000,11,0.52592,0.24941,1,,,
null,6000,12,0.48008,0.25118,1,,,
null,6000,13,0.50387,0.25033,1,,,
null,6000,14,0.51955,0.24967,1,,,
null,6000,15,0.51227,0.24988,1,,,
null,6000,16,0.5042,0.25035,1,,,
null,6000,17,0.50979,0.25007,1,,,
null,6000,18,0.49778,0.25033,1,,,
null,6000,19,0.51305,0.24992,1,,,
null,6000,20,0.48039,0.25046,1,,,
null,6000,21,0.50296,0.25066,1,,,
null,6000,22,0.49335,0.25054,1,,,
null,6000,23,0.49582,0.25074,1,,,
null,6000,24,0.50646,0.25012,1,,,
null,6000,25,0.5014,0.25038,1,,,
null,6000,26,0.49754,0.25021,1,,,
null,6000,27,0.50634,0.25023,1,,,
null,6000,28,0.50556,0.25008,1,,,
null,6000,29,0.49054,0.25043,1,,,
null,6000,30,0.48831,0.25053,1,,,
weak_signal,6000,1,0.57868,0.24511,0,,,
weak_signal,6000,2,0.60179,0.24153,0,,,
weak_signal,6000,3,0.60369,0.24199,0,,,
weak_signal,6000,4,0.59803,0.24257,0,,,
weak_signal,6000,5,0.59326,0.24346,0,,,
weak_signal,6000,6,0.5909,0.24375,0,,,
weak_signal,6000,7,0.5922,0.24336,0,,,
weak_signal,6000,8,0.59424,0.24281,0,,,
weak_signal,6000,9,0.5967,0.24257,0,,,
weak_signal,6000,10,0.6001,0.24206,0,,,
weak_signal,6000,11,0.59447,0.24294,0,,,
weak_signal,6000,12,0.58321,0.24434,0,,,
weak_signal,6000,13,0.5993,0.24224,0,,,
weak_signal,6000,14,0.58637,0.2441,0,,,
weak_signal,6000,15,0.5997,0.24237,0,,,
weak_signal,6000,16,0.5889,0.24342,0,,,
weak_signal,6000,17,0.59172,0.24315,0,,,
weak_signal,6000,18,0.60546,0.24122,0,,,
weak_signal,6000,19,0.58459,0.24451,0,,,
weak_signal,6000,20,0.58782,0.24363,0,,,
weak_signal,6000,21,0.6133,0.24024,0,,,
weak_signal,6000,22,0.58548,0.24439,0,,,
weak_signal,6000,23,0.57754,0.24521,0,,,
weak_signal,6000,24,0.59064,0.24349,0,,,
weak_signal,6000,25,0.59363,0.24306,0,,,
weak_signal,6000,26,0.59917,0.24198,0,,,
weak_signal,6000,27,0.58789,0.24407,0,,,
weak_signal,6000,28,0.58822,0.24352,0,,,
weak_signal,6000,29,0.59814,0.24229,0,,,
weak_signal,6000,30,0.57841,0.24487,0,,,
moderate_signal,6000,1,0.66673,0.22724,0,,,
moderate_signal,6000,2,0.68585,0.2227,0,,,
moderate_signal,6000,3,0.67709,0.22546,0,,,
moderate_signal,6000,4,0.68722,0.22229,0,,,
moderate_signal,6000,5,0.66899,0.22742,0,,,
moderate_signal,6000,6,0.67785,0.22515,0,,,
moderate_signal,6000,7,0.67431,0.22558,0,,,
moderate_signal,6000,8,0.6811,0.22385,0,,,
moderate_signal,6000,9,0.68451,0.223,0,,,
moderate_signal,6000,10,0.67783,0.22486,0,,,
moderate_signal,6000,11,0.68309,0.22418,0,,,
moderate_signal,6000,12,0.66623,0.2281,0,,,
moderate_signal,6000,13,0.68218,0.22392,0,,,
moderate_signal,6000,14,0.6828,0.22365,0,,,
moderate_signal,6000,15,0.68627,0.22312,0,,,
moderate_signal,6000,16,0.67608,0.22514,0,,,
moderate_signal,6000,17,0.68068,0.22425,0,,,
moderate_signal,6000,18,0.68281,0.22403,0,,,
moderate_signal,6000,19,0.67379,0.22445,0,,,
moderate_signal,6000,20,0.68212,0.22349,0,,,
moderate_signal,6000,21,0.68202,0.2242,0,,,
moderate_signal,6000,22,0.6785,0.22443,0,,,
moderate_signal,6000,23,0.65889,0.23006,0,,,
moderate_signal,6000,24,0.66347,0.22839,0,,,
moderate_signal,6000,25,0.67663,0.22518,0,,,
moderate_signal,6000,26,0.68819,0.22202,0,,,
moderate_signal,6000,27,0.67649,0.22562,0,,,
moderate_signal,6000,28,0.67484,0.22514,0,,,
moderate_signal,6000,29,0.67067,0.22642,0,,,
moderate_signal,6000,30,0.67143,0.22602,0,,,
wbv_positive,6000,1,0.84213,0.16324,0,,,
wbv_positive,6000,2,0.83337,0.16768,0,,,
wbv_positive,6000,3,0.84197,0.16264,0,,,
wbv_positive,6000,4,0.83507,0.16639,0,,,
wbv_positive,6000,5,0.83627,0.16599,0,,,
wbv_positive,6000,6,0.83145,0.16857,0,,,
wbv_positive,6000,7,0.83837,0.16475,0,,,
wbv_positive,6000,8,0.83611,0.16657,0,,,
wbv_positive,6000,9,0.84213,0.16353,0,,,
wbv_positive,6000,10,0.82895,0.16926,0,,,
wbv_positive,6000,11,0.83304,0.16746,0,,,
wbv_positive,6000,12,0.83246,0.16853,0,,,
wbv_positive,6000,13,0.83736,0.16581,0,,,
wbv_positive,6000,14,0.84012,0.16369,0,,,
wbv_positive,6000,15,0.83422,0.16683,0,,,
wbv_positive,6000,16,0.84238,0.16358,0,,,
wbv_positive,6000,17,0.83689,0.16611,0,,,
wbv_positive,6000,18,0.82464,0.17273,0,,,
wbv_positive,6000,19,0.83653,0.16554,0,,,
wbv_positive,6000,20,0.84266,0.16324,0,,,
wbv_positive,6000,21,0.83319,0.1675,0,,,
wbv_positive,6000,22,0.83668,0.16595,0,,,
wbv_positive,6000,23,0.83852,0.16503,0,,,
wbv_positive,6000,24,0.83395,0.1671,0,,,
wbv_positive,6000,25,0.82923,0.16935,0,,,
wbv_positive,6000,26,0.82818,0.1699,0,,,
wbv_positive,6000,27,0.83285,0.16827,0,,,
wbv_positive,6000,28,0.84458,0.16099,0,,,
wbv_positive,6000,29,0.83055,0.16836,0,,,
wbv_positive,6000,30,0.83402,0.1678,0,,,
null,10000,1,0.51228,0.25012,1,,,
null,10000,2,0.49253,0.25036,1,,,
null,10000,3,0.51241,0.25009,1,,,
null,10000,4,0.49019,0.25047,1,,,
null,10000,5,0.49162,0.25031,1,,,
null,10000,6,0.51108,0.25011,1,,,
null,10000,7,0.51278,0.24988,1,,,
null,10000,8,0.51964,0.24959,1,,,
null,10000,9,0.51112,0.25003,1,,,
null,10000,10,0.49993,0.25029,1,,,
null,10000,11,0.52144,0.24975,1,,,
null,10000,12,0.49335,0.25027,1,,,
null,10000,13,0.48798,0.25041,1,,,
null,10000,14,0.49891,0.2503,1,,,
null,10000,15,0.49166,0.25053,1,,,
null,10000,16,0.50188,0.25031,1,,,
null,10000,17,0.49528,0.25021,1,,,
null,10000,18,0.5049,0.2502,1,,,
null,10000,19,0.49016,0.25059,1,,,
null,10000,20,0.50563,0.25023,1,,,
null,10000,21,0.49062,0.25033,1,,,
null,10000,22,0.49658,0.25057,1,,,
null,10000,23,0.49925,0.25014,1,,,
null,10000,24,0.50179,0.25028,1,,,
null,10000,25,0.51546,0.2497,1,,,
null,10000,26,0.47916,0.25028,1,,,
null,10000,27,0.50265,0.25019,1,,,
null,10000,28,0.50205,0.2501,1,,,
null,10000,29,0.49832,0.25041,1,,,
null,10000,30,0.50412,0.25016,1,,,
weak_signal,10000,1,0.59312,0.24357,0,,,
weak_signal,10000,2,0.59118,0.2435,0,,,
weak_signal,10000,3,0.58639,0.24427,0,,,
weak_signal,10000,4,0.59668,0.24284,0,,,
weak_signal,10000,5,0.60553,0.24098,0,,,
weak_signal,10000,6,0.58895,0.24374,0,,,
weak_signal,10000,7,0.60252,0.24186,0,,,
weak_signal,10000,8,0.59627,0.24278,0,,,
weak_signal,10000,9,0.5987,0.24222,0,,,
weak_signal,10000,10,0.57539,0.24525,0,,,
weak_signal,10000,11,0.60073,0.24192,0,,,
weak_signal,10000,12,0.59672,0.24281,0,,,
weak_signal,10000,13,0.59166,0.24347,0,,,
weak_signal,10000,14,0.59735,0.24251,0,,,
weak_signal,10000,15,0.59986,0.24209,0,,,
weak_signal,10000,16,0.58245,0.24467,0,,,
weak_signal,10000,17,0.60225,0.24209,0,,,
weak_signal,10000,18,0.5868,0.24391,0,,,
weak_signal,10000,19,0.60039,0.24191,0,,,
weak_signal,10000,20,0.59217,0.24333,0,,,
weak_signal,10000,21,0.58892,0.2438,0,,,
weak_signal,10000,22,0.59874,0.24247,0,,,
weak_signal,10000,23,0.58644,0.24423,0,,,
weak_signal,10000,24,0.58592,0.24412,0,,,
weak_signal,10000,25,0.59731,0.24254,0,,,
weak_signal,10000,26,0.5906,0.24355,0,,,
weak_signal,10000,27,0.59761,0.24268,0,,,
weak_signal,10000,28,0.5938,0.24362,0,,,
weak_signal,10000,29,0.60011,0.2419,0,,,
weak_signal,10000,30,0.59388,0.24308,0,,,
moderate_signal,10000,1,0.69171,0.22102,0,,,
moderate_signal,10000,2,0.66448,0.22875,0,,,
moderate_signal,10000,3,0.67816,0.22447,0,,,
moderate_signal,10000,4,0.67638,0.22571,0,,,
moderate_signal,10000,5,0.6855,0.22316,0,,,
moderate_signal,10000,6,0.66964,0.22773,0,,,
moderate_signal,10000,7,0.68857,0.22234,0,,,
moderate_signal,10000,8,0.68217,0.22382,0,,,
moderate_signal,10000,9,0.69052,0.22178,0,,,
moderate_signal,10000,10,0.66424,0.22866,0,,,
moderate_signal,10000,11,0.68863,0.22135,0,,,
moderate_signal,10000,12,0.68688,0.22222,0,,,
moderate_signal,10000,13,0.68201,0.22347,0,,,
moderate_signal,10000,14,0.68111,0.22383,0,,,
moderate_signal,10000,15,0.68672,0.22195,0,,,
moderate_signal,10000,16,0.68116,0.22387,0,,,
moderate_signal,10000,17,0.68221,0.22391,0,,,
moderate_signal,10000,18,0.67404,0.22563,0,,,
moderate_signal,10000,19,0.67479,0.22639,0,,,
moderate_signal,10000,20,0.67929,0.22433,0,,,
moderate_signal,10000,21,0.67791,0.22489,0,,,
moderate_signal,10000,22,0.68724,0.22224,0,,,
moderate_signal,10000,23,0.68587,0.22282,0,,,
moderate_signal,10000,24,0.67366,0.22514,0,,,
moderate_signal,10000,25,0.6871,0.22208,0,,,
moderate_signal,10000,26,0.6804,0.22395,0,,,
moderate_signal,10000,27,0.67909,0.22469,0,,,
moderate_signal,10000,28,0.67817,0.22495,0,,,
moderate_signal,10000,29,0.67538,0.22554,0,,,
moderate_signal,10000,30,0.67818,0.22446,0,,,
wbv_positive,10000,1,0.83444,0.16688,0,,,
wbv_positive,10000,2,0.83442,0.16739,0,,,
wbv_positive,10000,3,0.84066,0.16363,0,,,
wbv_positive,10000,4,0.82865,0.16977,0,,,
wbv_positive,10000,5,0.83087,0.1686,0,,,
wbv_positive,10000,6,0.83143,0.16867,0,,,
wbv_positive,10000,7,0.83464,0.16704,0,,,
wbv_positive,10000,8,0.83862,0.16486,0,,,
wbv_positive,10000,9,0.83147,0.16879,0,,,
wbv_positive,10000,10,0.83453,0.16728,0,,,
wbv_positive,10000,11,0.83589,0.16621,0,,,
wbv_positive,10000,12,0.83267,0.16821,0,,,
wbv_positive,10000,13,0.82797,0.17021,0,,,
wbv_positive,10000,14,0.83389,0.16701,0,,,
wbv_positive,10000,15,0.83842,0.16513,0,,,
wbv_positive,10000,16,0.83508,0.16704,0,,,
wbv_positive,10000,17,0.8331,0.16787,0,,,
wbv_positive,10000,18,0.83652,0.16587,0,,,
wbv_positive,10000,19,0.83072,0.16922,0,,,
wbv_positive,10000,20,0.83375,0.16785,0,,,
wbv_positive,10000,21,0.828,0.1707,0,,,
wbv_positive,10000,22,0.82757,0.17062,0,,,
wbv_positive,10000,23,0.8356,0.16691,0,,,
wbv_positive,10000,24,0.82748,0.17017,0,,,
wbv_positive,10000,25,0.83226,0.16812,0,,,
wbv_positive,10000,26,0.83737,0.16555,0,,,
wbv_positive,10000,27,0.83112,0.16872,0,,,
wbv_positive,10000,28,0.83357,0.16797,0,,,
wbv_positive,10000,29,0.8329,0.16823,0,,,
wbv_positive,10000,30,0.84212,0.16337,0,,,
null,50000,1,0.5,0.25003,1,,,
null,50000,2,0.49872,0.25006,1,,,
null,50000,3,0.50728,0.24998,1,,,
null,50000,4,0.50387,0.24997,1,,,
null,50000,5,0.50143,0.25003,1,,,
null,50000,6,0.50186,0.25,1,,,
null,50000,7,0.49412,0.2501,1,,,
null,50000,8,0.50088,0.25005,1,,,
null,50000,9,0.49832,0.25006,1,,,
null,50000,10,0.49466,0.2501,1,,,
null,50000,11,0.49559,0.25006,1,,,
null,50000,12,0.50324,0.25001,1,,,
null,50000,13,0.50039,0.25004,1,,,
null,50000,14,0.50273,0.25001,1,,,
null,50000,15,0.4972,0.25004,1,,,
null,50000,16,0.5048,0.24996,1,,,
null,50000,17,0.49826,0.25002,1,,,
null,50000,18,0.49469,0.25009,1,,,
null,50000,19,0.49085,0.25008,1,,,
null,50000,20,0.4941,0.25009,1,,,
null,50000,21,0.49631,0.25004,1,,,
null,50000,22,0.5047,0.25005,1,,,
null,50000,23,0.49997,0.25005,1,,,
null,50000,24,0.50165,0.25006,1,,,
null,50000,25,0.50952,0.24998,1,,,
null,50000,26,0.50018,0.25004,1,,,
null,50000,27,0.4997,0.25008,1,,,
null,50000,28,0.49749,0.25006,1,,,
null,50000,29,0.49688,0.25006,1,,,
null,50000,30,0.4966,0.25005,1,,,
weak_signal,50000,1,0.58821,0.24391,0,,,
weak_signal,50000,2,0.59701,0.2426,0,,,
weak_signal,50000,3,0.59465,0.24298,0,,,
weak_signal,50000,4,0.59543,0.24287,0,,,
weak_signal,50000,5,0.59229,0.24334,0,,,
weak_signal,50000,6,0.59226,0.24338,0,,,
weak_signal,50000,7,0.59557,0.24306,0,,,
weak_signal,50000,8,0.59827,0.24247,0,,,
weak_signal,50000,9,0.59536,0.24295,0,,,
weak_signal,50000,10,0.59666,0.24275,0,,,
weak_signal,50000,11,0.60206,0.24181,0,,,
weak_signal,50000,12,0.59244,0.24331,0,,,
weak_signal,50000,13,0.59611,0.24287,0,,,
weak_signal,50000,14,0.59126,0.24348,0,,,
weak_signal,50000,15,0.59197,0.2435,0,,,
weak_signal,50000,16,0.59497,0.24295,0,,,
weak_signal,50000,17,0.59527,0.24288,0,,,
weak_signal,50000,18,0.59378,0.24314,0,,,
weak_signal,50000,19,0.59221,0.24334,0,,,
weak_signal,50000,20,0.59802,0.24257,0,,,
weak_signal,50000,21,0.59177,0.24357,0,,,
weak_signal,50000,22,0.59777,0.24249,0,,,
weak_signal,50000,23,0.59117,0.24347,0,,,
weak_signal,50000,24,0.5937,0.2431,0,,,
weak_signal,50000,25,0.59455,0.24303,0,,,
weak_signal,50000,26,0.59331,0.2432,0,,,
weak_signal,50000,27,0.593,0.24307,0,,,
weak_signal,50000,28,0.59757,0.24254,0,,,
weak_signal,50000,29,0.59061,0.24355,0,,,
weak_signal,50000,30,0.59544,0.24303,0,,,
moderate_signal,50000,1,0.67821,0.22474,0,,,
moderate_signal,50000,2,0.68373,0.22359,0,,,
moderate_signal,50000,3,0.67809,0.22491,0,,,
moderate_signal,50000,4,0.68193,0.22372,0,,,
moderate_signal,50000,5,0.67851,0.22497,0,,,
moderate_signal,50000,6,0.6802,0.22431,0,,,
moderate_signal,50000,7,0.68396,0.22358,0,,,
moderate_signal,50000,8,0.68732,0.22234,0,,,
moderate_signal,50000,9,0.67665,0.22534,0,,,
moderate_signal,50000,10,0.67964,0.22461,0,,,
moderate_signal,50000,11,0.67834,0.22498,0,,,
moderate_signal,50000,12,0.68172,0.22392,0,,,
moderate_signal,50000,13,0.67949,0.2248,0,,,
moderate_signal,50000,14,0.67953,0.22419,0,,,
moderate_signal,50000,15,0.674,0.22605,0,,,
moderate_signal,50000,16,0.68239,0.224,0,,,
moderate_signal,50000,17,0.68049,0.22419,0,,,
moderate_signal,50000,18,0.6809,0.22428,0,,,
moderate_signal,50000,19,0.67811,0.22511,0,,,
moderate_signal,50000,20,0.67872,0.22491,0,,,
moderate_signal,50000,21,0.6778,0.22473,0,,,
moderate_signal,50000,22,0.68089,0.2244,0,,,
moderate_signal,50000,23,0.67117,0.22675,0,,,
moderate_signal,50000,24,0.68015,0.22458,0,,,
moderate_signal,50000,25,0.67921,0.22456,0,,,
moderate_signal,50000,26,0.67857,0.22491,0,,,
moderate_signal,50000,27,0.6806,0.22423,0,,,
moderate_signal,50000,28,0.68341,0.22328,0,,,
moderate_signal,50000,29,0.67901,0.22488,0,,,
moderate_signal,50000,30,0.68375,0.2233,0,,,
wbv_positive,50000,1,0.83547,0.16701,0,,,
wbv_positive,50000,2,0.83516,0.16693,0,,,
wbv_positive,50000,3,0.83404,0.16755,0,,,
wbv_positive,50000,4,0.83678,0.16624,0,,,
wbv_positive,50000,5,0.83682,0.16627,0,,,
wbv_positive,50000,6,0.83986,0.1649,0,,,
wbv_positive,50000,7,0.83438,0.16746,0,,,
wbv_positive,50000,8,0.8344,0.16714,0,,,
wbv_positive,50000,9,0.83228,0.16845,0,,,
wbv_positive,50000,10,0.83534,0.16689,0,,,
wbv_positive,50000,11,0.83336,0.16783,0,,,
wbv_positive,50000,12,0.83232,0.1683,0,,,
wbv_positive,50000,13,0.83643,0.16646,0,,,
wbv_positive,50000,14,0.83658,0.1664,0,,,
wbv_positive,50000,15,0.83637,0.1665,0,,,
wbv_positive,50000,16,0.83325,0.16791,0,,,
wbv_positive,50000,17,0.83672,0.16611,0,,,
wbv_positive,50000,18,0.83557,0.16688,0,,,
wbv_positive,50000,19,0.83863,0.1648,0,,,
wbv_positive,50000,20,0.83568,0.16676,0,,,
wbv_positive,50000,21,0.83352,0.16799,0,,,
wbv_positive,50000,22,0.83487,0.16712,0,,,
wbv_positive,50000,23,0.83405,0.16762,0,,,
wbv_positive,50000,24,0.83725,0.16614,0,,,
wbv_positive,50000,25,0.83668,0.16631,0,,,
wbv_positive,50000,26,0.8368,0.16594,0,,,
wbv_positive,50000,27,0.83347,0.16777,0,,,
wbv_positive,50000,28,0.83353,0.1678,0,,,
wbv_positive,50000,29,0.8329,0.16814,0,,,
wbv_positive,50000,30,0.8351,0.16696,0,,,
null,100000,1,0.499,0.25003,1,,,
null,100000,2,0.49834,0.25003,1,,,
null,100000,3,0.50199,0.25004,1,,,
null,100000,4,0.50489,0.24998,1,,,
null,100000,5,0.49669,0.25003,1,,,
null,100000,6,0.49952,0.25002,1,,,
null,100000,7,0.49964,0.25003,1,,,
null,100000,8,0.50195,0.25001,1,,,
null,100000,9,0.50216,0.25002,1,,,
null,100000,10,0.50154,0.25003,1,,,
null,100000,11,0.49768,0.25003,1,,,
null,100000,12,0.49651,0.25003,1,,,
null,100000,13,0.49792,0.25004,1,,,
null,100000,14,0.49955,0.25002,1,,,
null,100000,15,0.49396,0.25006,1,,,
null,100000,16,0.49133,0.25007,1,,,
null,100000,17,0.50138,0.25001,1,,,
null,100000,18,0.49903,0.25003,1,,,
null,100000,19,0.49955,0.25002,1,,,
null,100000,20,0.50832,0.24993,1,,,
null,100000,21,0.49892,0.25002,1,,,
null,100000,22,0.50261,0.25001,1,,,
null,100000,23,0.50195,0.25001,1,,,
null,100000,24,0.49894,0.25003,1,,,
null,100000,25,0.50073,0.25002,1,,,
null,100000,26,0.4968,0.25004,1,,,
null,100000,27,0.50091,0.25001,1,,,
null,100000,28,0.50075,0.25002,1,,,
null,100000,29,0.50051,0.25001,1,,,
null,100000,30,0.50445,0.25,1,,,
weak_signal,100000,1,0.59497,0.24294,0,,,
weak_signal,100000,2,0.59408,0.24306,0,,,
weak_signal,100000,3,0.5977,0.24258,0,,,
weak_signal,100000,4,0.59558,0.24285,0,,,
weak_signal,100000,5,0.5953,0.24301,0,,,
weak_signal,100000,6,0.59664,0.24278,0,,,
weak_signal,100000,7,0.59688,0.24276,0,,,
weak_signal,100000,8,0.5952,0.24295,0,,,
weak_signal,100000,9,0.59716,0.24273,0,,,
weak_signal,100000,10,0.59627,0.24282,0,,,
weak_signal,100000,11,0.59419,0.24308,0,,,
weak_signal,100000,12,0.59371,0.24312,0,,,
weak_signal,100000,13,0.59574,0.24276,0,,,
weak_signal,100000,14,0.59582,0.24287,0,,,
weak_signal,100000,15,0.59512,0.24289,0,,,
weak_signal,100000,16,0.59564,0.24287,0,,,
weak_signal,100000,17,0.59238,0.24327,0,,,
weak_signal,100000,18,0.59819,0.24256,0,,,
weak_signal,100000,19,0.59291,0.2433,0,,,
weak_signal,100000,20,0.59847,0.24253,0,,,
weak_signal,100000,21,0.59518,0.243,0,,,
weak_signal,100000,22,0.5944,0.243,0,,,
weak_signal,100000,23,0.59675,0.24275,0,,,
weak_signal,100000,24,0.59166,0.24355,0,,,
weak_signal,100000,25,0.59515,0.24294,0,,,
weak_signal,100000,26,0.59747,0.24262,0,,,
weak_signal,100000,27,0.5912,0.24344,0,,,
weak_signal,100000,28,0.59633,0.24282,0,,,
weak_signal,100000,29,0.59604,0.24278,0,,,
weak_signal,100000,30,0.59453,0.24302,0,,,
moderate_signal,100000,1,0.68178,0.22406,0,,,
moderate_signal,100000,2,0.67811,0.22487,0,,,
moderate_signal,100000,3,0.68041,0.22426,0,,,
moderate_signal,100000,4,0.6816,0.22402,0,,,
moderate_signal,100000,5,0.67919,0.22473,0,,,
moderate_signal,100000,6,0.68138,0.22399,0,,,
moderate_signal,100000,7,0.67911,0.22469,0,,,
moderate_signal,100000,8,0.68052,0.22445,0,,,
moderate_signal,100000,9,0.68176,0.22398,0,,,
moderate_signal,100000,10,0.68351,0.22379,0,,,
moderate_signal,100000,11,0.67846,0.2246,0,,,
moderate_signal,100000,12,0.67616,0.22544,0,,,
moderate_signal,100000,13,0.68222,0.22387,0,,,
moderate_signal,100000,14,0.68138,0.22407,0,,,
moderate_signal,100000,15,0.68138,0.22403,0,,,
moderate_signal,100000,16,0.67793,0.22506,0,,,
moderate_signal,100000,17,0.67807,0.22496,0,,,
moderate_signal,100000,18,0.68091,0.22444,0,,,
moderate_signal,100000,19,0.68069,0.22439,0,,,
moderate_signal,100000,20,0.68249,0.22379,0,,,
moderate_signal,100000,21,0.68146,0.22423,0,,,
moderate_signal,100000,22,0.68224,0.22379,0,,,
moderate_signal,100000,23,0.68183,0.22407,0,,,
moderate_signal,100000,24,0.68093,0.22442,0,,,
moderate_signal,100000,25,0.67915,0.22468,0,,,
moderate_signal,100000,26,0.68205,0.22384,0,,,
moderate_signal,100000,27,0.67707,0.22528,0,,,
moderate_signal,100000,28,0.67929,0.22478,0,,,
moderate_signal,100000,29,0.67915,0.22455,0,,,
moderate_signal,100000,30,0.68077,0.22434,0,,,
wbv_positive,100000,1,0.83313,0.16801,0,,,
wbv_positive,100000,2,0.83384,0.16781,0,,,
wbv_positive,100000,3,0.83678,0.16628,0,,,
wbv_positive,100000,4,0.83702,0.16608,0,,,
wbv_positive,100000,5,0.83498,0.16723,0,,,
wbv_positive,100000,6,0.8354,0.16706,0,,,
wbv_positive,100000,7,0.83581,0.16685,0,,,
wbv_positive,100000,8,0.8349,0.16716,0,,,
wbv_positive,100000,9,0.83187,0.16865,0,,,
wbv_positive,100000,10,0.83519,0.16704,0,,,
wbv_positive,100000,11,0.83617,0.16646,0,,,
wbv_positive,100000,12,0.83528,0.16695,0,,,
wbv_positive,100000,13,0.83378,0.16756,0,,,
wbv_positive,100000,14,0.8351,0.16709,0,,,
wbv_positive,100000,15,0.83472,0.16718,0,,,
wbv_positive,100000,16,0.83644,0.16639,0,,,
wbv_positive,100000,17,0.83538,0.16706,0,,,
wbv_positive,100000,18,0.83311,0.16774,0,,,
wbv_positive,100000,19,0.83449,0.16733,0,,,
wbv_positive,100000,20,0.83599,0.16638,0,,,
wbv_positive,100000,21,0.83449,0.16739,0,,,
wbv_positive,100000,22,0.83766,0.16586,0,,,
wbv_positive,100000,23,0.83607,0.16668,0,,,
wbv_positive,100000,24,0.83523,0.16702,0,,,
wbv_positive,100000,25,0.8359,0.16661,0,,,
wbv_positive,100000,26,0.83806,0.16559,0,,,
wbv_positive,100000,27,0.83464,0.16727,0,,,
wbv_positive,100000,28,0.83609,0.16646,0,,,
wbv_positive,100000,29,0.8336,0.16778,0,,,
wbv_positive,100000,30,0.83568,0.16677,0,,,
null_leaky,300,1,0.48017,0.26126,1,0.99733,0.03376,0.51717
null_leaky,300,2,0.53007,0.25299,1,0.98963,0.04811,0.45956
null_leaky,300,3,0.51252,0.2547,1,0.99209,0.03824,0.47956
null_leaky,300,4,0.5211,0.25625,1,0.99941,0.02992,0.4783
null_leaky,300,5,0.63052,0.23682,0,0.99407,0.03589,0.36356
null_leaky,300,6,0.58607,0.24593,0,0.99556,0.03883,0.40948
null_leaky,300,7,0.47729,0.25768,1,0.99616,0.03763,0.51886
null_leaky,300,8,0.55665,0.25337,0,0.99563,0.03418,0.43898
null_leaky,300,9,0.48563,0.25558,1,0.99793,0.03141,0.5123
null_leaky,300,10,0.47532,0.26615,1,0.99013,0.04413,0.51482
null_leaky,300,11,0.52778,0.25614,1,0.9971,0.0373,0.46932
null_leaky,300,12,0.50815,0.25794,1,0.99378,0.04045,0.48563
