pipeline,model,seed,AUROC_mean_folds,PR_AUC_mean_folds,n_folds_valid,cohort,label
leaky_definitional,XGBoost,22,0.9999996406534255,0.9999877070951129,5,eICU,label24h
leaky_definitional,LogisticRegression,23,0.9999889004873628,0.9996248318388001,5,eICU,label24h
leaky_definitional,RandomForest,23,0.9999999951425304,0.9999998339568255,5,eICU,label24h
leaky_definitional,SVM,23,0.9999971062664615,0.9999018973892697,5,eICU,label24h
leaky_definitional,XGBoost,23,0.9999994512873187,0.9999812212335115,5,eICU,label24h
leaky_definitional,LogisticRegression,24,0.9999875954516269,0.9995806192115524,5,eICU,label24h
leaky_definitional,RandomForest,24,1.0,1.0,5,eICU,label24h
leaky_definitional,SVM,24,0.9999961986849895,0.9998711308846285,5,eICU,label24h
leaky_definitional,XGBoost,24,0.9999997330205541,0.9999908906155334,5,eICU,label24h
leaky_definitional,LogisticRegression,25,0.9999866296778462,0.9995469951168277,5,eICU,label24h
leaky_definitional,RandomForest,25,0.9999999951425306,0.9999998339568255,5,eICU,label24h
leaky_definitional,SVM,25,0.9999964359931708,0.9998789210552615,5,eICU,label24h
leaky_definitional,XGBoost,25,0.9999994514200363,0.9999812500448337,5,eICU,label24h
leaky_definitional,LogisticRegression,26,0.9999858737529449,0.9995231297790067,5,eICU,label24h
leaky_definitional,RandomForest,26,1.0,1.0,5,eICU,label24h
leaky_definitional,SVM,26,0.9999965919011334,0.999884974465461,5,eICU,label24h
leaky_definitional,XGBoost,26,0.9999996164810996,0.9999868862508301,5,eICU,label24h
leaky_definitional,LogisticRegression,27,0.9999874901577895,0.9995767119482849,5,eICU,label24h
leaky_definitional,RandomForest,27,1.0,1.0,5,eICU,label24h
leaky_definitional,SVM,27,0.9999958400064276,0.9998594622537187,5,eICU,label24h
leaky_definitional,XGBoost,27,0.9999996067528887,0.9999865621913774,5,eICU,label24h
leaky_definitional,LogisticRegression,28,0.9999871244540348,0.9995625453612741,5,eICU,label24h
leaky_definitional,RandomForest,28,1.0,1.0,5,eICU,label24h
leaky_definitional,SVM,28,0.9999963487577949,0.9998770053382675,5,eICU,label24h
leaky_definitional,XGBoost,28,0.9999997377718495,0.9999910450789559,5,eICU,label24h
leaky_definitional,LogisticRegression,29,0.9999861544244386,0.9995317753539451,5,eICU,label24h
leaky_definitional,RandomForest,29,1.0,1.0,5,eICU,label24h
leaky_definitional,SVM,29,0.9999965433839485,0.9998827868661764,5,eICU,label24h
leaky_definitional,XGBoost,29,0.9999995874778478,0.9999859411267659,5,eICU,label24h
leaky_definitional,LogisticRegression,30,0.9999885572748424,0.9996136208756763,5,eICU,label24h
leaky_definitional,RandomForest,30,1.0,1.0,5,eICU,label24h
leaky_definitional,SVM,30,0.9999967228670069,0.9998889572893631,5,eICU,label24h
leaky_definitional,XGBoost,30,0.9999996553673999,0.9999882100902981,5,eICU,label24h
